"V1"
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.00456864733480825
0.0034531663432292
0.00803396009088486
0.00201096597128925
0.0023569602780959
0.0284111375513634
0.00236586112498079
0.0209831932071446
0.00621649573288737
0.00438952933385491
0.0187040296259027
0.00411769194324963
0.00328719339651669
0.00712319342491599
0.00566385752398561
0.00775056540975925
0.0193254232789192
0.00977902410444374
0.00498559160696503
0.00197354447098422
0.0748995766737067
0.00369371289898479
0.00239308994867776
0.0116664454413941
0.00257839264925185
0.00365625552718765
0.0128656603234393
0.00534368001863994
0.00236572334343602
0.00459877498471272
0.0400592397140032
0.00140979903338061
0.00336468170481485
0.00233875272978836
0.0127291588935314
0.0000293181925198369
0.0128260732001591
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.00443619055013822
0.00562437516079759
0.00755780953825612
0.00212853293891558
0.00050836983057318
0.0223355145424923
0.00735152105477425
0.00574883324394803
0.00414827294875039
0.00433085587860683
0.00491944267385348
0.000391506871241556
0.00237549538957293
0.00280918381374999
0.00536303448831105
0.00734278667186028
0.00314640403904803
0.00572184035619868
0.000138930721906536
0.00762260486013905
0.0230262755763362
0.00349304533971404
0.00106657154161508
0.00259883445457147
0.000851458311657538
0.00476972080582821
0.0115826279593064
0.00296188519515382
0.00186438778395885
0.00201406506513645
0.012768068575521
0.00259682885364624
0.00203041465177469
0.000763230054003026
0.011720325901567
0.0000371988147241179
0.0146775863998346
