"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27536617.2051588,942.629816271569,10324.9900086477,6235.68635742453,75436.6897409293,11724.8088048642,11954.4143621539,3726.7011636117,58306.7919130573,43410.9938663095,1799.21196185405,1825.77437936755,41496.8478335967,14930.8118928884,6596.85966670721,5997.22532264199,10385.2365160821,11704.7154775415,2407.8741196683,16763.9682352235,20150.9146824423,23529.4886798619,13761.8737920311,7359.20650617157,16441.2542052413,1248.46652235111,4231.34765929851,5634.15963164256,3129.82358520726,27898.0186207115,2849.86935191095,64879.7205505693,23465.4441706291,1112.98834626911,30552.1308915467,6612.7024362692,5277.97523588543,31262.0267108596,2545.34443487304,10596.1560510722,1616.39703817782,22896.618067252,54620.758632926,4156.60974144832,1233.44095711765,23221.1149843734,11648.6878636334,3173.25306839938,12613.6015775214,826.490867408158,15417.6025616867,4735.21548291503,8886.87950075731,358.837931242337,10824.013567769,38949.6350658618,25241.021165924,271.572979552008,1693.2656479875,39753.1997784072,4463.8109752245,22936.3089834916,279.476853958963,3164.23375112194,43487.2300209134,56225.8146263236,4012.03920896582,1368.84126950913,2139.85083577607,6537.94996577319,3789.46146484222,37332.8380548184,101600.087852889,13935.7378329524,315.163795392913,25253.7069707217,10396.8143335457,3392.48757278208,3954.48654094902,764.952660212379,61892.1654441916,8080.025805736,481.739741897546,478.403648618263,6096.45519419473,6540.92350679755,5462.15106888716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4431.45916045997,3852951.66028656,8358.39211117167,2695.45966557369,70775.6704547941,8719.39811945968,7367.71652560195,2079.57314785605,24200.023483427,13108.3146151228,2137.07887943021,1799.02560262005,21906.7582991841,7216.90054593701,3917.49600450069,3435.09403002987,4248.69905309081,4592.67544213763,1637.53676264157,9066.40023527274,12883.7336311012,13431.1128810293,9369.3374532349,2333.70292110678,8045.47333255848,1206.50405625545,2697.99426704099,5110.5108646595,2038.60102313548,16345.9985220483,2051.43587214782,39117.0346473395,10294.4513901699,888.069515454304,15476.3069182466,3568.04905125207,5950.54589345536,17514.9554360536,1606.24771663757,4204.31680019174,1162.17993631845,7613.99703621307,29022.7929777506,3630.60857576696,809.747906938254,11691.8186984105,13574.4117530928,1531.54445759509,7616.41792158663,680.346249552537,16868.3438447336,4850.20133636581,8911.14437922723,370.235718299077,8702.96952737157,29298.5198772873,31433.2066130708,282.354033222512,1737.82276524774,40497.0671705749,4640.7879882802,21844.5031616261,302.729270654196,3439.5811605874,42940.2603699208,55902.9396161163,4093.94653272539,1410.96791934584,2498.56618360074,7459.78459106864,3726.58791602808,37293.9421404588,131983.352784743,17845.0199596855,336.066682373585,16373.2322499848,10476.4938738275,3541.21447734111,3675.92635494848,796.014629480336,57519.5548057392,9144.76778427581,496.756167675997,485.719432399885,6456.87542897436,6830.52697742758,6743.42795648444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6096.34253993541,1049.77658938269,35765202.871978,3974.26402076211,142164.795161885,15261.7360282771,8547.9137663394,2491.92414873984,32073.2931439517,17452.9639880333,2120.44739663607,2533.21899284675,28527.1647715597,9337.26341629637,5306.14272039774,5205.66816636303,5574.59021752811,6795.2756211792,1829.27625610157,10967.6157668783,14748.3504968456,16539.3670901361,11973.6163071053,3333.82667336122,11389.1588432659,1544.35128922448,3917.92384331881,11394.4031429629,2317.59211958988,19292.0473400843,4569.86646281303,45795.2473167626,13037.7282431321,1116.54019685137,19355.2623483009,5655.97111774969,7189.1266560011,21012.3348291176,1847.56889926382,5428.98539709809,1597.83538586742,10289.6250244162,48311.2327657654,6584.21511667689,918.421592625663,14387.0251537329,15083.5416337123,1912.74680454541,9622.78322943028,1048.28440025536,16423.2062531018,4443.28972773644,8251.06881606947,338.627311977266,9841.66835633649,32301.0269391359,26298.3471453255,257.904810334791,1588.60763493494,37146.1750935119,4196.18955664611,20968.6536110851,266.734148621852,3022.00514905045,40195.0642017223,51947.6290393873,3776.18665700096,1288.20496130158,2237.27915200409,6524.43969772735,3483.18066674366,34755.5552260863,108252.661025091,14687.6181022482,299.628744684893,28274.1804707031,9666.1916502421,3201.5237051756,3579.33987465602,723.556570789088,56932.3382908787,7871.18255485728,453.22778388716,447.711160565577,5766.22577616663,6211.27182783215,5738.70024222063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10662.2668750259,980.375714970291,11509.124280653,16433577.9822793,82305.8329547281,13799.0311689515,11091.7459362973,3360.30284724688,44928.8323661817,27900.7374469466,1860.98581141019,2011.36072502346,44594.8153969461,14728.0564816522,7709.03763373905,8196.61811004767,9305.96317175819,12129.5228411255,2285.08673394714,15026.343647026,18842.529857101,23339.232158521,15344.450494299,6710.59649735005,22070.8227679733,1376.83443686299,5191.8738622508,6221.65474648513,2946.54186375464,25549.9818439212,3316.20275271285,60242.2162539977,19035.92257727,1236.49266444175,28524.3520159285,10132.176097129,5704.83709052345,28631.3846371931,2369.92386925017,8102.74546384337,1866.76812529104,20046.5035205927,67179.261012453,4663.54699491446,1169.42058177368,20197.6561090741,12570.8471585115,2791.46531330733,13456.5547861101,943.586144690193,15607.6746981536,4692.65649660823,8790.49823266377,355.794629894806,10505.1895774857,38221.6759413931,25595.0691935858,269.437950346021,1678.55556939184,39383.5419893863,4432.58063820404,22548.8093915286,278.632737609698,3155.97951384295,42937.2582022376,55583.5578994005,3973.13038086165,1357.34800664619,2165.86373466207,6557.41931992372,3742.56319598065,36895.9595005331,103539.401336624,14171.209331307,313.663961483271,26154.7004410531,10290.1419782749,3368.97728254153,3877.08239781384,759.175583849531,60307.5485450737,8085.86512303983,477.730910969647,473.642346258746,6065.4452562724,6492.90240013116,5544.99631804509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5563.81617733303,1110.37215864201,17758.3451563708,3550.2217382195,305180023.42393,13221.2066013915,8129.30202289092,2353.81452142151,29651.7828575542,16074.8013036072,2238.12392816449,2707.26032724604,26462.0072934603,8666.5848954455,4890.94539785143,4626.95843650556,5151.60660316779,6069.22206013235,1752.76231297954,10337.4869506184,14064.9732588688,15542.9066228452,11253.8728908185,3008.88765520624,10321.0824239105,1576.1041686373,3557.01933588339,11806.1425878639,2213.00296739,18281.5866240462,3428.61158895718,43467.1863515611,12160.33399349,1070.26830206282,18104.5734065981,4932.33096242056,8603.8106849065,19839.1577078795,1760.33303899375,5040.64657867091,1489.72314053444,9430.65753655859,41228.0719775425,6243.72240969251,877.193640526073,13508.2297868046,17002.1599703386,1789.40679102171,9014.25301734025,983.920875115737,16668.6744598111,4424.95372037085,8197.13549467326,337.595323760737,9565.49462038693,32267.5267249894,26901.4263435576,257.447066047146,1582.24766933434,36964.606015214,4183.76219877486,20725.7312754058,267.067680974942,3026.59172436451,39872.6203215175,51557.909074982,3760.59247578209,1283.82421741489,2280.09253341156,6604.07692236239,3453.09480319798,34524.2120102143,111420.944137699,15075.1098184601,299.597337897337,26472.7625320982,9607.4721178872,3194.23740396708,3529.16555962888,721.96111789522,56109.2663377252,7924.64796441075,451.685575108642,445.47095144639,5759.54398537801,6202.09101887776,5875.30530553619
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6817.93108891186,1078.51891715008,15030.4178581526,4692.77949275092,104238.410305645,54239669.7046134,9524.80585193946,2783.13835099781,34365.3656237553,19438.6120520459,2004.61837567988,2794.70001356532,34387.1081246814,11011.202779202,6813.6055229869,7010.90393882559,6447.80201553539,7456.65906399121,2031.31406003092,12293.4406097975,16392.7982436529,19425.808232288,15240.9401169976,3739.63034229914,14111.888764317,1862.09726716507,5629.84649300991,8407.13690881428,2580.92820706704,21541.1933326954,4670.74010699596,51327.553601025,14536.3543003344,1450.31699582622,22368.4373068017,6998.0358967905,7179.03541261762,23688.8510419267,2052.24703258919,6026.30148947396,2246.35155098712,11802.0613011273,51878.2138114965,7281.98053606018,1027.86453558499,16106.5724336906,15695.4905138144,2173.03666318935,11725.971063732,1678.71797576384,16013.9746919322,4626.6710805684,8629.29389297576,351.334097190862,9930.10144708395,36333.1614940007,26467.950691322,266.53215670782,1655.66992013692,38787.9279319577,4384.46673477717,21888.4791322303,277.901268141259,3149.96079845965,42009.5220494822,54475.4406003381,3914.35603382856,1340.02341095267,2228.60868136604,6640.21409711534,3659.83075559222,36185.8355284503,108173.929533211,14739.8196430088,311.840547573058,24919.211519653,10112.2316003795,3334.75803209268,3743.59285435014,750.987737517971,57963.4985028651,8135.44193095004,471.669721689379,466.117033764196,6022.43374546418,6428.29532992989,5744.31872969759
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7239.90397706443,949.143396205418,8767.68447228326,3928.61190581883,66752.5114169285,9920.04849175365,60503857.9233335,6274.753057174,39926.5886321115,22927.6822485567,1703.03868839464,1668.22208612723,35863.3094577297,12643.8454962119,5637.88138486799,4626.45644411407,7650.6202088459,6677.18476848769,4594.71018034597,24740.613000963,55211.5326206956,25008.9563757229,12883.7236566862,3572.29608490938,11938.9621582739,1159.74228893354,3531.07479041023,4957.51153203937,7312.96815725895,65877.0920903658,2329.81624104552,172718.492419983,21233.7922497088,1053.77846370445,31137.778437074,4780.94907196371,4907.3380961827,52416.3694502694,7735.84772338067,7987.1166013234,1443.63306966176,13049.9898309507,38223.7702691213,3667.1597425097,2583.65023889687,28302.0437701978,10962.4789169327,3346.42624827733,12039.9838208919,731.779511559253,14911.7772989951,5144.2262240491,9767.80418415392,386.555592904374,10823.8173292507,55396.6273110952,25771.1835597246,289.958421514002,1843.06024034752,43479.5148776312,4880.70976141172,25183.905724653,302.789681429271,3430.0166964511,47779.6415066226,62244.7220808867,4314.29457079853,1483.21435451213,2169.77421774066,6811.22542204458,4220.26789052502,40602.439530141,102344.961515369,14138.320858554,341.164922752439,19943.0922898943,11430.253444015,3683.90856950759,4373.06290523092,824.46542942166,62081.4822513806,8618.07249744231,522.509387113913,519.800476730722,6649.29474850866,7005.87840046891,5536.56052412734
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7952.38417175889,943.93351394345,9005.91577470152,4193.58951201476,68101.2166659156,10213.1742401654,22108.7872786314,13826825.6875815,43428.3555982298,25699.1825753203,1717.47781927386,1693.48100782994,38074.9456271471,13739.3408220051,5885.73182335091,4848.00371840423,8575.78031694894,7140.49150313612,3549.31972986058,42302.9078700102,33302.7160440181,26458.3759682962,13203.4186978061,3859.95744274943,12696.6429349766,1174.76678315016,3665.49312330501,5062.9992865981,4970.46042986024,70178.022183197,2407.39582651714,126898.191690352,25719.573439576,1069.04457405814,34777.6263452845,5029.28053710538,4963.38550280511,74235.2654743801,4335.79171792562,9230.06435517316,1481.5953838128,14559.57049969,40227.5023433913,3745.83510142102,1913.01019433572,40060.1308805865,11063.7063971073,4131.01918594381,12517.1150922929,748.012616023827,14991.6115197964,5045.06518143525,9551.64145007079,379.948387487456,10879.9022574384,52139.0972299084,25588.5682321318,285.654701364948,1806.4690230699,42563.6294958313,4776.28432800005,24664.8537640337,296.864885869079,3362.1705603388,46743.930716896,60749.4929104742,4243.50025979941,1455.51126130122,2157.65599971319,6741.57546302184,4112.58643088031,39827.699145626,101884.91919612,14054.6057128367,334.666799047442,20741.4194175049,11175.2381901594,3611.97962475536,4276.99179679205,810.12547835313,62156.2132474744,8480.04535189965,512.602897824639,509.851878686351,6509.36599291802,6895.43093542332,5505.53427817726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10124.7238607453,893.869768497323,9432.52300392695,4562.72071877448,69811.1353833545,10262.145580154,11447.7923868883,3533.9845161945,147279183.918495,31773.3601018627,1742.37932296216,1661.02742564145,32992.6460525219,11632.8742214687,5399.34595811366,4866.98615144342,7613.09485546971,9102.26484366825,2317.41796519101,15624.4107155817,19413.615573907,19903.8303463469,11729.0164272586,4777.10442739962,12488.1242107207,1127.28527646364,3530.29602418499,5161.19367957182,2998.33658380887,26536.2682757303,2532.5732611504,61203.2490226473,21263.2334363287,977.083969429399,25305.8474650412,5347.07250508308,4877.62574056135,28685.8299135527,2458.2575948994,9708.12491224631,1387.75423422918,14688.3651314884,46373.0336223965,3748.94952479837,1167.47291602193,21408.6799778321,10747.3271541751,2711.08931799401,10531.5644662228,731.949245087176,15305.0627398122,4714.74898183053,8847.09655204187,357.775137947243,11320.7034961781,35399.4495884802,24691.7514925729,271.129505272572,1684.39386661083,39533.0875349295,4424.30614125472,23046.2206276644,276.025468758377,3122.82847594768,43412.9663970731,55922.6019077713,4009.01274473614,1362.62589849288,2103.4353746595,6468.80876792257,3768.81558304653,37310.1552907762,98991.3069839501,13596.8650709354,312.137365129863,24615.527352702,10340.6284943537,3367.98731567781,3982.49457096583,761.555513958639,65192.2044245704,7969.62241177517,479.381605750158,476.995403648482,6029.26902706469,6520.1643342028,5343.51376195489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14552.5836462823,934.720254016526,9909.0004235329,5470.04339830292,73062.7204082494,11206.2108552973,12691.0053937532,4037.26170101694,61339.3938297677,98614904.944478,1773.5387119261,1775.47494689368,40584.2136673544,14909.1392396821,6358.45575110109,5609.0900147899,10572.8835806499,9833.66552340343,2518.48016261665,18240.4351094362,21274.6233665276,24004.1620761058,13464.8217593682,5709.71241372441,15245.2717668545,1217.05984488402,4035.67851437476,5445.06950229848,3291.34432591598,29890.4850172536,2706.27876826764,68903.0458417286,28021.8412600154,1088.34861333272,31910.9980484143,6063.33345920772,5155.62646641402,33479.3005605535,2694.41906598334,13851.9741271825,1563.63642499484,22528.4063233636,49693.3172912887,4013.64972213565,1292.47685779268,25851.852923842,11399.7948127544,3471.88321497043,12495.003081788,797.700289459806,15309.4591724238,4784.73921773702,8992.8474054861,362.293510569291,10920.6148219815,40159.5131699682,25201.2725117501,273.938849116638,1711.07957000564,40193.6517720491,4510.09643778049,23251.2173725278,281.851031905839,3190.87271665411,44028.4259525252,56936.5267621835,4051.5211410923,1382.63426783904,2135.3506704786,6560.98858778911,3840.14475247828,37756.845015097,101172.731830022,13894.8139144352,317.97881685344,24105.6040352259,10519.1347032627,3425.78368910686,4014.38547851487,772.142771410394,62360.3939836085,8129.68143395858,486.621406251639,483.550102424798,6155.08329577235,6598.65110966044,5447.53450122272
