"V1"
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.0044708214525465
0.00381106298587571
0.010803293860005
0.00249230737657553
0.0015955630334477
0.0279360280191202
0.00202136916857351
0.0197094970194371
0.00485395524304744
0.00404581307721335
0.00938135381796207
0.00415527715286603
0.00293336582833975
0.00674570430922788
0.00630215457715339
0.00823658144917662
0.0189040285982818
0.0146526569587015
0.00493008946418582
0.00178883316936145
0.0756964176920842
0.00306687085420782
0.00246054083761576
0.0127408424384864
0.00360314349930532
0.00368359994066246
0.0141118590052589
0.00616894707722008
0.00237637211643603
0.00449560912431987
0.041285922065685
0.00208646846958762
0.00297964103604895
0.00206573991002088
0.00798975433932249
0.0000310679591450254
0.0133844126792141
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
0.00532308938415242
0.00644725018991901
0.0089642764212011
0.00219730591657106
0.000349829443326298
0.0231473675894411
0.00689290638122643
0.00707319174078457
0.00365976872690939
0.00438423949829728
0.00572816355793865
0.000441904688422906
0.00157859835608208
0.00257914528995976
0.0049426855280698
0.00935673717799949
0.00505702490753158
0.00372797616900945
0.000208193155301862
0.00802697161624866
0.0371699277156576
0.00371662486040201
0.000965005414092242
0.00267290888797083
0.00112762559542994
0.00452588754080631
0.0120730677200725
0.00287792832597542
0.00188283538659973
0.00125641933837621
0.0112971544710253
0.00304980060659515
0.00204911466477209
0.000579805663133712
0.0141502845411033
0.0000382500437463092
0.0158458381510042
