"importer","sector","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","NewHampshire","NewJersey","NewMexico","NewYork","NorthCarolina","NorthDakota","Ohio","Oklahoma","Oregon","Pennsylvania","RhodeIsland","SouthCarolina","SouthDakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","WestVirginia","Wisconsin","Wyoming","AUS","AUT","BEL","BGR","BRA","CAN","CHN","CYP","CZE","DEU","DNK","ESP","EST","FIN","FRA","GBR","GRC","HUN","IDN","IND","IRL","ITA","JPN","KOR","LTU","MEX","NLD","POL","PRT","ROU","RoW","RUS","SVK","SVN","SWE","TUR","TWN"
"Alabama",101,5376.38265115836,0,0.0348847180654766,0.460145702415053,245.708916217771,12.3034747678903,0.120510846025064,0.023708547154121,253.131821911845,1106.01142692893,0,0.0158566901796681,257.553467721023,32.8508389221159,0,35.8237181502521,67.212564570752,58.9547596282183,0,0.0539127476002512,0.255125809978584,53.468537222209,0.0143440985556747,256.175387166485,6.67700582743312,0,0.0126853524735277,0,0.00541829595468123,0.217034103560654,0,19.2230501961405,102.005234641983,0,66.4914885801682,0,0,68.8363458837663,0.104654157494362,0.233543622703157,0,778.735274262653,185.14695080727,0.0665980984248128,0,44.4621244837971,0.0509822937424917,0.0526143286356027,60.5026950540753,0,0.2512825034328,0.017344063485759,0,0,0,12.2055841569605,1.99381563471165,0,0,7.3202751649452,0.162257961572377,1.56519962182926,0,0,0.90182808496406,1.01361655002759,0.0455062339377138,0,0.0464757398202882,0.0953075915085238,0.048587426216535,1.01561205060677,0.00667326063683149,0,0,66.6782850511593,0.0673375361006852,0,0,0,77.2181915743822,0.000796429978575456,0,0,0,0.1673423126555,0
"Alaska",101,0,642.889273465777,0,0,11.0347441312506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022199367240915,0,0,0,0,0,0,0,0,0,0,0,0,0.00634267623676384,0.155395567388473,0,0,0,0.00668159668293496,0,0,0,0.719449428372254,0,0,0,0,4.49700120301571,0,0,0,0.0349183782564863,0,0,0,0,0.00844511818845561,0.00747629551461554,0,0,0,0,0,0,0.00575525952614941,5.01688136646497,0,0,0.0190820900646499,0,0,0,0.0611525537594403,0,0,0,0,0,0
"Arizona",101,10.7033940973506,0,4858.7209684335,0.0243671178167929,1845.61223523492,0.00927111217230198,0,3.21477225141367,20.9383568781379,0.000504250576097388,0,79.1222253236238,0.830234975422994,0.0509094934108882,93.2759592216102,0.000280139211805782,0.0533246999182223,0.860815099526023,0.00951401476738728,0,0.293687837795339,0.0349392483683882,0.193973306966131,0,0.377518761135084,0.0190280295347746,72.7338197839344,124.406392780448,0,0.0133675123429389,0.0114796354438001,0,0.0539127476002512,0,0.246500433174759,3.28008522731169,1.15120321338477,0.136316545227122,0.0253707049470554,0.00145398819454693,0.0545713183659835,0.140567536211067,191.517346111635,0.0162732622928995,3.08669984827143,0.136073512363718,55.5198979893572,0,0.421317781242329,0.0126853524735277,8.82932412728526,0.243055197609434,0.447190300812242,0.00652263932424726,0.26269438067286,36.7380508539609,5.37723091154511,0,0.211982831940913,6.63775888147067,0.578971705098163,0.918937814084073,0.185900066032926,0,9.59140239181966,12.2073770078102,0,0,0.0799414525025377,1.37527776642627,8.74725291143071,8.6637148815188,0.712971166439076,0.130929125682393,0,26.4676225368207,4.29262432235496,1.83118125629319,0.189828655376449,0,30.5255389914221,0,0,0,12.4436449462919,0,0.0419966430753614
"Arkansas",101,0.0418847669910666,0,0,646.917655105532,6.46445675780161,1.0461655974892,0.00526856612585835,0,1.28024166803663,280.705478681439,0,0,152.144827651192,0.0383081843575978,0,212.206647098854,0.0394607473011851,1.35728977724011,0,0,0.000658570765732293,0.0562735166620752,0.000336167033554862,329.484846988121,467.219519932958,0.0360552931033921,0,0,0,0,0,1.00214279429074,0.140165170288309,0,68.036970485173,164.985801518217,0.0665980984248128,0.0986518682529627,0.0539127476002512,0.0296356831181683,0.000658570765732293,47.7609309224749,57.4558050325219,0,0.00226477303377344,0.030559899482718,0,0.00286881962868665,0.0548983938122596,0,1.73962291225591,0,0.385717323033986,0,0.0304996487356948,43.1067415130621,3.27262016866184,0,0,1.47415212800209,0.0940551618551439,0.327311081103721,0,0.0475656625554414,4.77617269154951,16.9030045388349,0,0,0.15237599227629,0.0530641792780584,18.811021118507,1.04869125462011,0,0,0,4.02634034111818,0.1882929314499,0.0160541490933796,0,0,19.3256605184944,5.24795474156907,0,0,0.764401949690335,0,0
"California",101,206.03500849714,20.3338892675086,437.692289936568,787.151458268157,63867.7828235098,694.333849865272,82.5810337972934,55.4050808120849,764.607165689246,381.394593783455,63.6347843993249,660.319303767211,2205.0320737462,0.143356621567201,1165.32634659543,983.774507337376,263.830647904041,33.9145272103514,0.334052487848126,59.7801748035268,4.96551841452091,563.216628188613,409.103755613966,387.300190084382,499.357815954912,38.4542713654613,795.083075837607,318.715359841589,15.2967440008182,891.828009418774,56.858628228109,386.532331244348,124.426377516595,38.9611143616406,431.889033923348,211.935601963544,1342.60009298881,198.865153743007,48.9355977422966,39.9592008760713,0.670724715806037,676.138678236058,1881.22518474882,380.084186696181,86.5356658037208,95.3643982177023,1417.74596286696,0.0375385343681634,650.118441590465,0.77965352554317,407.034979352206,270.803916602345,30.772175381484,4.80977941351965,63.8175634450433,1068.57314251754,704.27118960492,2.17471222790939,3.77682641819349,94.3526516040624,53.389416922004,129.455263838587,2.17750111017614,4.73772430363771,400.386995297029,175.330633303925,13.8916755204802,3.36314847326313,120.978047627275,87.4350210257387,138.396318624743,339.850284640361,214.6631630016,194.412868859545,0.79113352167929,427.242953912566,369.627577951214,21.8227618612322,13.9646547161092,1.04648306010936,3780.41140195213,2.56762157177067,0.00496482986003025,0.357734522674034,38.4120331068359,28.0412248041693,93.0700027335949
"Colorado",101,0.0160653899206452,0,3.84084924545801,109.105740989717,609.836448218679,4247.17120626508,0.172690913676221,0,0.10552820501971,0,0,0.148202368471893,20.1908288647624,0.282319628296121,105.203165157525,141.254598538108,0,0.0227183870392193,0.0190280295347746,0.000252125288048694,0.0779400811703062,21.6488539496602,88.4856803479771,0.00724427811387409,95.5912665286536,0.068991032940112,41.4655727580612,0.0953185723979072,0.0634267607186724,36.0022526088557,0.848843103685114,14.3567120068381,0.187274830023716,4.94340739187362,41.4546811436325,6.99352099378724,18.6570622856569,0.158109231265501,0.0665980984248128,0.00121165676008219,0.394138045352632,50.3136205540109,723.835114600358,12.8049525336561,0.0704280068966855,0.0111957029143886,18.7251977835757,0,0.736831955938765,0.217722942438283,59.9285949453147,0.102442676565811,1.40447059269483,0,0.321839137596786,76.3480262686914,4.30479079101381,0,1.35357852273482,7.96546751592807,0.0245247553800062,5.45839374720561,0.0355852840181914,0.937766342664922,17.7033054594283,16.0817715795843,0.0631706666132711,0.0756821472699837,0.595864456056009,1.1542281329548,12.0488812752273,16.2279992037349,0.0108637260982675,0.0832944521528234,0,8.50983658479226,3.34436793219478,0.460014522602862,0.428490055345525,0,29.5071631028407,0.00618567512191254,0,0,7.05135994520457,0.3226805988664,0.226959066645164
"Connecticut",101,0.033852072855227,0,0,0.00702760974439066,30.6075428269707,0,1892.8501933822,21.5474221967021,0.121155540303358,0.162916834802493,0,0.000337237418651428,0.431301980802009,1.04350831000989,8.20549589754931,0.00566076100692738,0.00780454813806476,0,0.0102140651714097,115.722600858019,370.682789714717,0,0.0792834558452387,0,0,0,0,0,37.2820271071829,257.355983446283,0,750.238859972574,0.706979292873823,0.000722651596673006,0.643781626901009,0,0,178.708531814368,1.78138874344892,0.0108095183600338,0,0.38209902316362,0.748545163612356,0,60.5079527682782,0.20274513736086,0.00149347990118597,0.00634267623676384,130.023850337377,0,8.41208731368987,0.130311042066515,0.95132534343459,0,23.6850732604483,125.799273078936,10.1731572768537,0,0.0949136530258864,10.8787242861999,6.144791909319,14.6469756988847,0,0.347018527209055,27.7318216297105,15.5891361126609,0.955241066790759,0,3.69671009926711,3.08279063400418,8.89215165305806,46.2641241772685,1.30782305296753,0.0220057208845714,0,38.9631337822958,4.52395993953724,0.854970157850618,1.62169215692939,0.0510600809145534,77.885298008158,0.367202212786929,0,0.0512333805132316,5.29088558421769,0.899032605117948,0.115518092771548
"Delaware",101,0,0,0,0,0,0,0,334.316834877099,0,58.8510237951781,0,0,0.000112055682145803,0.00658570745120217,0,0.00951401476738728,0,0,0,371.606826138319,0.33699450162789,0,0,0,0,0,0,0,0,3.55520661147344,0,34.8598429243009,49.3769049626408,0,0.223965639595233,0,0,323.197453557562,0,0.0184399818527457,0,0.0697694361309532,0.367000986095998,0,0,244.943892893378,0,0,0,0,2.37456110075954,0.137912834971285,0.27457968991704,0,44.2619310438814,8.8788841892706,0.234376890193586,0,0,2.32001904839047,0.0031576985038168,0.167428048309386,0,0,3.47764294996549,4.38297930034452,0.0192642719872099,0,1.32669108243941,0.692764839119808,0.86863204461438,4.56260730492663,0.180583566110073,0,0,0.0727993635245353,1.39244504222064,0.128591692823375,0.0035977871821622,0,62.9998842544629,0.0437078703592915,0,0,2.56514193662341,0,0
"Florida",101,1095.72548228937,0,0,183.385241519874,275.820548867757,13.407680039712,31.8131462080505,39.7389052202833,21092.33543124,2129.2492343838,5.12644753853075,0,312.67709479735,2.77635198484175,0.0211160418316283,349.90450589661,217.705348159801,59.8375712022844,0.0444482424077032,183.613229529901,94.4551763591643,121.523489595203,322.759799006006,214.494310735106,220.264002288956,0,395.757542467488,0.0570840853063916,76.5599300735453,411.195573780561,0.0317133803593362,630.070768212676,612.103633613952,0,947.849812458209,35.4249670494706,19.484596178814,238.977846741241,0.716904171214282,106.662216347164,0.0993510669144827,1075.68674936164,1181.61973851294,13.361006907233,46.2372697897516,368.226287322966,54.8451649399945,9.16498229602297,428.53517494761,0.0258389346324284,76.2321263393288,7.99731498110033,6.3289940487193,0.656369219623381,186.856404769548,157.38630843194,99.064721178819,0,0.830479231804106,34.9329043315209,61.5327529470223,84.3243241381958,0.301438484632278,7.69191307958431,214.225584878922,204.38394385379,1.76869085789902,1.17670932626505,53.6898353828049,19.1397352009921,50.4041711152899,116.225273991977,1.27640397301535,2.08501178900382,0.267451609153483,63.4456948367555,147.05774190084,14.518798686373,2.68569977412948,0.601621939723971,1266.97007622672,1.85855582454636,0.0102740682532713,0.109282580161474,35.1043281334709,4.86005161389012,1.75236458094806
"Georgia",101,1270.08535965613,0,0,538.883438965718,210.643225791381,1.45578967386912,33.8506193130778,5.23601261967906,835.11287786799,10233.4502721652,0,59.466795837164,1195.52939843982,193.817362500813,228.120791184868,60.6331423819316,92.9802441039173,3.57096277717777,0.0635316309410146,126.852385579741,66.3165220669396,0.272699170785363,87.4839736656352,376.380950081112,403.182241139562,0.00700124700249614,0.0259870112181811,102.534222713823,5.34807490961835,324.601319600908,0.000144530316758092,217.309770834928,621.965750216141,0,257.104725108326,12.0689036332083,52.2960772320675,790.534247024635,0,1180.92613161428,0,1997.06823232648,316.993046050875,0.0670798661215747,38.9823684461124,0.642289436285165,42.4642831022093,0.580946020722552,88.2671489996165,0,34.259836369852,0.0269297557158348,7.19661503492804,0,27.6886601778501,300.578314569481,26.4333274794219,0,1.08790559442778,18.3147932751054,20.0723656099724,11.4248408805078,0,1.5362994343441,56.3168354213565,19.3635167711567,0.399064745401716,0.00738170917117831,4.71109015308676,15.1616387521712,10.8958176832933,18.9617610842568,6.64565643754336,3.49487478747968,0,46.9544864175545,70.3989336815225,5.11332947057457,0.488543194123712,0.0453470384278349,696.005313832254,0.383353812752439,0,0.420935854947802,11.6872489592714,0.983568541521017,0.578247075410552
