"year","region","sector","deficit"
2007,"Alabama",101,-931.153649528253
2007,"Alaska",101,337.56509962873
2007,"Arizona",101,-3718.03372101786
2007,"Arkansas",101,2410.59828299028
2007,"California",101,-4059.928567836
2007,"Colorado",101,1134.55784977841
2007,"Connecticut",101,-1504.70952342509
2007,"Delaware",101,-66.6693553168225
2007,"Florida",101,-9333.51458532643
2007,"Georgia",101,-4340.19322236056
2007,"Hawaii",101,-422.794119563824
2007,"Idaho",101,1611.12922068025
2007,"Illinois",101,-6041.14524479894
2007,"Indiana",101,759.914130661778
2007,"Iowa",101,9448.55455368911
2007,"Kansas",101,7161.32248649958
2007,"Kentucky",101,241.049858301158
2007,"Louisiana",101,72.567236249175
2007,"Maine",101,-68.682518978866
2007,"Maryland",101,-932.951659098579
2007,"Massachusetts",101,-2262.88324186671
2007,"Michigan",101,-429.658596848378
2007,"Minnesota",101,5298.54342531692
2007,"Mississippi",101,-479.863582925726
2007,"Missouri",101,287.791347143233
2007,"Montana",101,-76.4483372153451
2007,"Nebraska",101,8435.18816444201
2007,"Nevada",101,-1605.81339241201
2007,"NewHampshire",101,-83.4726944775671
2007,"NewJersey",101,-10103.5282605865
2007,"NewMexico",101,407.715970448389
2007,"NewYork",101,-6772.96250312839
2007,"NorthCarolina",101,5118.45332351743
2007,"NorthDakota",101,999.028560103109
2007,"Ohio",101,-1138.08286390125
2007,"Oklahoma",101,-680.085643087968
2007,"Oregon",101,1596.56172905719
2007,"Pennsylvania",101,-4590.15088966858
2007,"RhodeIsland",101,-401.344875022086
2007,"SouthCarolina",101,-1350.89060444501
2007,"SouthDakota",101,1300.78773602898
2007,"Tennessee",101,3485.96421268628
2007,"Texas",101,-7946.759212483
2007,"Utah",101,-727.392083721043
2007,"Vermont",101,470.38494849643
2007,"Virginia",101,942.082226263392
2007,"Washington",101,-1204.3838777655
2007,"WestVirginia",101,-804.629069244962
2007,"Wisconsin",101,6185.73091443918
2007,"Wyoming",101,-150.351396546901
2007,"AUS",101,7905.70075407933
2007,"AUT",101,571.641820339315
2007,"BEL",101,5195.97528063964
2007,"BGR",101,-1234.55279370391
2007,"BRA",101,23159.7701368331
2007,"CAN",101,-4815.89209517898
2007,"CHN",101,9457.80334657035
2007,"CYP",101,-513.873903444675
2007,"CZE",101,-642.753480436524
2007,"DEU",101,5570.07889407212
2007,"DNK",101,7491.96394551335
2007,"ESP",101,-1276.82942161316
2007,"EST",101,-333.959913377905
2007,"FIN",101,-1357.18767887228
2007,"FRA",101,9210.04974187884
2007,"GBR",101,-25767.8653868649
2007,"GRC",101,-4769.8634821633
2007,"HUN",101,-740.974582241546
2007,"IDN",101,6831.73385332977
2007,"IND",101,3084.01374498098
2007,"IRL",101,11679.4602851841
2007,"ITA",101,-6064.93013723847
2007,"JPN",101,-39111.6937835215
2007,"KOR",101,-6303.43604481326
2007,"LTU",101,-177.810592438956
2007,"MEX",101,-7287.23437955062
2007,"NLD",101,26388.2411156711
2007,"POL",101,4796.96168981892
2007,"PRT",101,-2724.96901357321
2007,"ROU",101,-2638.17304300724
2007,"RoW",101,19538.8858525448
2007,"RUS",101,-14509.0587929907
2007,"SVK",101,-948.201904446895
2007,"SVN",101,-757.56026882539
2007,"SWE",101,-3314.98946357506
2007,"TUR",101,3060.93560521094
2007,"TWN",101,-4128.41988861106
2007,"Alabama",102,-226.336158213426
2007,"Alaska",102,-48.4730037786759
2007,"Arizona",102,-863.858459440674
2007,"Arkansas",102,-686.967661340761
2007,"California",102,-25965.9322134677
2007,"Colorado",102,-761.345213351987
2007,"Connecticut",102,-395.450284604584
2007,"Delaware",102,-206.246979438946
2007,"Florida",102,-6635.86250127625
2007,"Georgia",102,-3382.0723690073
2007,"Hawaii",102,-265.229673358078
2007,"Idaho",102,-231.779739908113
