"region","sector_00","sector_01","sector_02","sector_03","sector_04","sector_05","sector_06","sector_07","sector_08","sector_09","sector_10","sector_11","sector_12","sector_13","sector_14"
"Alabama",1543.69593592869,35.3698543448677,47.6548020105195,66.3095713507101,9.63581202171352,21.0299553599629,15.6593255921091,9.50636812041958,44.973723372804,22.3349065632417,42.9132999132171,47.4595254552811,24.2830400569038,1249.56787142732,27.0241647399306
"Alaska",195.448186362237,4.14827925419526,0.30038797683907,0.852507913271006,8.29827752790949,0.374517499040367,0.000583638432873999,1.06460261311714,1.21008732362265,0.465074753858243,0.671500838825071,0.717200599190055,0.616072046907496,368.11638731588,6.85147889949307
"Arizona",1626.09566396477,12.6194364358875,2.11796341577596,29.7120293870449,25.1784984292002,14.0580717118525,7.21124035229067,7.21862095855206,25.6275856786384,10.5642920314116,74.3556815869109,55.3327948845841,31.965686918196,1881.45664500271,17.939618172411
"Arkansas",778.723875588974,1.05733873275514,0.130447951904897,5.27784806270103,2.41734606441448,1.09577688929216,0.975276631991741,0.743075450009371,1.90273146650733,0.213782134123894,1.41666684934965,1.57605366429262,0.229305168066648,48.8787605781351,4.06045771255112
"California",21304.8819938444,31.0674788417948,15.6418074743453,46.7220052754368,0.532581292442863,9.67854918000294,6.87824409662433,12.3006166298064,42.241489054867,10.1480464145693,102.58413634211,39.0227985137861,43.6884987245996,2170.4338579983,79.9276030036191
"Colorado",2838.99546142797,0.276213357583089,5.56873035531683,23.9506462363855,11.1806996691766,8.38555513535624,2.82673568409979,0.107948689749309,0.204905215268271,9.99666838659393,21.8514635921293,0.191376397753997,0.259020485325366,356.007070108794,34.0563396295233
"Connecticut",899.581483365981,5.72664741533276,7.9552459236773,24.4258398701923,2.56160171802244,20.8361578360663,4.08924609018423,3.33938632303465,44.6130817482194,23.4047191170061,40.3964177749642,59.5494089913167,33.0339925973242,1304.80800320968,4.57431507491113
"Delaware",391.688955167949,0.564472346899571,0.980073819348771,0.0587481310862255,0.0182518465510604,0.185370316534207,0.852166830105841,0.307899751719592,0.0347925824879587,0.023385178393546,0.263912775431204,12.1245044264205,0.924489538882631,33.9225372217761,0.553725839713927
"Florida",10800.3543498684,15.5578689756244,3.92677968986761,8.59383453128907,0.132152811577035,4.30589894232333,11.2682966558473,17.0571340872592,2.13701324408036,0.666944024910125,16.4821291110353,13.1211204629296,14.1096025687566,978.518258880991,9.33000654934298
"Georgia",4850.65445452769,14.0679742500384,24.5502367613491,7.83227750640446,0.129163036315051,26.6293327985505,16.6169720536659,1.08116605949798,44.6073583514937,1.32741994034846,4.31505437140393,39.5241309223894,10.5962827863577,470.178054078912,10.1589537108078
"Hawaii",810.676296779829,1.61768312946707,0.511216972339575,0.899789311900124,0.0071963639198402,0.00442853164297858,0.00166069936611697,0.00996419619670178,0.00608923100909555,0.00415174841529242,0.00636601423678171,0.039303218331435,0.0260176234024992,98.5240798719506,5.76251419945655
"Idaho",841.330428467077,11.0071861714789,0.0122040340852221,0.182776696532165,0.0439912856560333,2.22844165595029,0.0184479585009172,0.743661289271703,0.0564791344874234,1.24854335058585,2.59910861015296,0.0312196220784752,0.884345847445164,66.5984174961281,10.0937343240687
"Illinois",3467.99508406894,113.51443852001,14.7823911928163,139.227998695917,35.2563159082341,75.5240122658099,74.5459128406614,18.4259549679922,180.77149252069,148.477442677546,133.80819412121,93.1582883833017,82.4984839019832,4196.3579080707,84.5439533244473
"Indiana",3101.2340989885,17.9664339899613,0.602522892700026,24.2339977189532,3.96004195251629,31.6208760784706,49.7627419159681,10.3670117088906,53.540715096496,7.75510247421474,19.1539073567234,97.7091507666655,25.9339555087706,443.145976946177,2.15186716063682
"Iowa",1699.02109625206,8.04000607379283,0.0691434906711995,6.59998185366415,0.0337420234475454,4.0433758629237,1.78521048484595,0.483498540045891,24.209003292323,19.1003695567462,26.9537307653803,17.2450513614669,4.3623629545125,189.66307546526,8.99289623936913
"Kansas",1612.32307771511,5.91905752378635,0.0440340476271136,13.9685185154996,0.164126904791968,3.47023074161407,2.06194297187012,0.0674807483116806,0.194436054457385,3.7543078972842,2.59937580844189,2.31252314109216,8.36415383178087,184.818599652684,9.4465008536514
"Kentucky",2819.42621770538,3.95600338552869,3.74862706183712,31.8851400378065,2.45731285491636,9.56496628966199,0.224710171766961,0.105859773415432,14.3323198075286,9.73258487008893,3.54187988066483,30.1727441402322,5.4685020260486,219.388219606734,7.02519129751226
"Louisiana",2537.20801189664,2.09769576080096,0.0982835798935454,33.6898936734604,46.319418387622,21.4280126562322,7.90651610579567,0.0668328343276108,3.06858902041863,0.121029208383194,0.0741339002625598,3.28422219856776,1.3738606706649,241.241723483706,14.4333881413081
"Maine",638.978809470812,3.32525106930716,0.161036992942201,11.1883430819546,0.00495097551116802,0.0161558148259167,0.0182404360937769,0.441083963075572,0.797788000283506,0.0403895370647917,1.18685811685735,1.83600558018446,3.48900627540693,69.0816799179904,3.60011071660153
"Maryland",3199.44058161429,16.8320715831056,0.117215556456855,16.1683211428685,0.0409965739331855,18.3719567336082,0.0788173569278849,0.068423859311021,4.14464476353581,0.466092103930309,16.6418598408936,1.87692427170559,14.1495802801256,306.346704192898,0.726062361331335
"Massachusetts",3783.76456134436,4.11045266008441,6.1222927776185,24.0371281341267,0.0307177348581907,4.95523389609287,7.81776161496244,2.37682489548047,13.7183470174286,6.39558286289246,25.9216726879683,12.5782696239998,9.11102299804442,442.435404146191,5.25590426555704
