"year","country","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
2003,"USA",0.260193964443572,0.0178523326801169,0.00310752229200375,0.0000436973138320207,0.0091007389927135,0.00395318860603912,0.00229269836750778,0.000321698781157166,0.000244862669594205,0.000367052820871268,0.000194014135267327,0.000658500081196959,0.0189316863493011,0.0727802167465947
2003,"USA",0.00135296980686912,0.356117179012809,0.0112938833848745,0.000103635705541561,0.00447874304954093,0.0232542069496744,0.00547288378427175,0.000793206011716672,0.00278866153353674,0.0037746255914543,0.0152197502805404,0.040637478745559,0.00274400695775896,0.00260392617665052
2003,"USA",0.0524565079545836,0.0223591622468217,0.315577420155973,0.000499554019880291,0.0257573121685082,0.0541471167521092,0.0512594673257213,0.0193641163430679,0.0229274136393178,0.0340242262641333,0.0177149172870775,0.132619741459156,0.0354245505481689,0.0112375239639422
2003,"USA",0.00295126118119883,0.00636609858785566,0.0085488939549694,0.0240845165771549,0.0686472174430033,0.0190840071799035,0.00859660589071605,0.0067907675806111,0.00730853802936791,0.0044663773812777,0.00119070969287885,0.00381341808734196,0.0206703560100956,0.041398268836145
2003,"USA",0.0124293068752662,0.177476990205019,0.0472005829629992,0.00249507248371025,0.395535860419058,0.352345409400996,0.0512715783905437,0.0301794069519827,0.0192127509936806,0.0347027052527412,0.0158217846908473,0.0561395778658047,0.0145880645572384,0.0659321909287522
2003,"USA",0.0301505889098444,0.0103107113574678,0.0193168942560378,0.000175688235471339,0.0286183538107563,0.113756899373118,0.0177272884013974,0.0106498117176644,0.0542974611054379,0.028748250439949,0.0480049123168932,0.0799646877608031,0.0127563107432157,0.011517740872939
2003,"USA",0.0103112724907329,0.00355314904198903,0.00397658460756104,0.000514130550655947,0.00435908614076997,0.0124230811115447,0.231894541966185,0.010871489300656,0.00974475628349051,0.00971395107231502,0.0124074354041406,0.00693646375220114,0.0124119815905132,0.00540232246838109
2003,"USA",0.0311726522582806,0.0146306016414604,0.0233279208492784,0.000480052174531861,0.0196027844555532,0.0423935190709096,0.0509248834396812,0.427553626473942,0.269166534001734,0.102030450540611,0.153961828769358,0.152863321302923,0.017938666366573,0.0325174873447692
2003,"USA",0.0046443033766085,0.00179942173363261,0.00872249808084421,0.000105666900063362,0.00761166867235938,0.0141601617776261,0.0058646422102505,0.0234708305865858,0.131367982037501,0.0148203643117155,0.0390394140457144,0.00826193346430755,0.00810467684344797,0.0179627595598934
2003,"USA",0.00610655585291639,0.0181484499434723,0.0217913201013204,0.000290465442178958,0.016165579678909,0.0362148819345133,0.0268648434466867,0.0390073922237482,0.0945215390992448,0.299117260731962,0.066268624808525,0.0406432131186156,0.0192851063357409,0.00384624715524543
2003,"USA",0.00249201790946383,0.00213708577365313,0.00358635213783142,0.0000970613210483063,0.00203477241988271,0.00328684093003811,0.00483141123433033,0.00686307531414593,0.0328172628860579,0.00816881612023926,0.385186438415346,0.00404230172650748,0.0116455213492525,0.00853010117285163
2003,"USA",0.000645955012646229,0.00691427817728716,0.00575448209391621,0.0000426082672414933,0.00319531482749326,0.00482832676112847,0.00453739503994112,0.0160286462338148,0.0118390683944922,0.0082533704819892,0.00805314026486835,0.0669410306080081,0.006411458976938,0.00414844847090813
2003,"USA",0.26474386623451,0.320361239156461,0.471031989480465,0.0818738433811501,0.367573521029297,0.307141496511996,0.445358136103199,0.377359480159922,0.342320223974486,0.450812583995673,0.233834370821458,0.40181391597931,0.812407846231312,0.422512123406956
2003,"USA",0.320348777693508,0.041973300441955,0.0567636556419247,0.88919400762754,0.047319046892155,0.0130108636404043,0.0931036243995684,0.0307464523209849,0.00144294535205846,0.000999964995068541,0.00310265906708438,0.00466441604826594,0.0066797671404437,0.299610642895971
